title,abstract,year,doi,pages,authors,keywords,journal,paper_id,author_ids,keyword_ids
A Mems Flow Sensor Based On Fish Lateral Line Sensing System,"The artificial lateral line is a bionic sensor developed in recent years to detect physical parameters of gas and liquid flow field, which has great application prospects in underwater target detection, microfluidic velocity detection and smart skin. However, these sensors generally have only one kinocilium, resulting in inability to identify directions. Moreover, the kinocilium exposed directly in fluid shows performance of low sensitivity. This paper presents a flexible, lightweight, and sensitive piezoresistive sensor inspired by lateral line. The sensor presented comprises a cluster of micropillars arranged in stepwise distribution to detect fluid direction and a hydrogel cap to realize high-sensitive and low-speed threshold detection. The experiment of direction detection shows that the output signal in inhibitory direction of the sensor is smaller than the signal in excitatory direction and lagging behind, which can be used in orientation identification. The results show that the sensitivity of the sensor without hydrogel cap is 0.57 mV/(mm/s), while the sensor with hydrogel cap is 1.18 mV/(mm/s), which indicates that the hydrogel cap can increase the sensitivity by 107%. The sensor developed in this paper has a broad application prospect in biomedicine devices and micro-fluid equipment. C1 [Guo, Lihua; Xu, Kuiwei; Li, Jingmin; Liu, Chong] Dalian Univ Technol, Key Lab Micro Nano Technol & Syst Liaoning Prov, Dalian, Peoples R China. [Liu, Chong] Dalian Univ Technol, Minist Educ, Key Lab Precis & Nontradit Machining Technol, Dalian, Peoples R China. C3 Dalian University of Technology; Key Laboratory for Micro-Nano Technology & System of Liaoning Province; Dalian University of Technology; Key Laboratory Precision & Non-traditional Machining Technology",2021,10.1007/s00542-020-05156-2,2571-2578,"['c, guo lh xu kw li jm liu']",[],Microsystem Technologies-Micro-And Nanosystems-Information Storage And Processing Systems,P001755,['A002088'],[]
Efficient Optical Amplification In Self-Healing Synthetic Roadms,"Optical backbone networks are carrying enormous amount of traffic and therefore, network reliability performance is extremely important to minimize the service interruption time and loss of data. Besides, increasing energy consumption of the ICT sector makes network energy efficiency gain a lot of attention. Reducing the usage of components in the network is a promising strategy to both make network more energy efficient and reliable as it allows N putting idle components into a power-saving, or sleep, mode and (ii) reusing them as redundancy for failure recovery. The new generation of synthetic reconfigurable optical add-drop multiplexers (ROADMs) implemented by Architecture on Demand (AoD) supports the above functionalities by offering unprecedented flexibility and self-healing capabilities. In AoD nodes, components are interconnected via high-port-count optical switch serving as optical backplane, and each connection uses only the components necessary to fulfill the switching and processing requirements. In this paper, we aim at improving optical network availability and reducing power consumption by minimizing the number of optical amplifiers used in AoD nodes. To this end, a decision on the necessity of signal amplification is made for every connection according to the power level at each node. Unnecessary amplifiers are bypassed and put into sleep mode, decreasing the overall power consumption of the network This also reduces the associated risk of connection failure, while reuse of idle amplifiers for failure recovery further improves connection availability. To gain greater insight into the benefits of our approach, we analyze the performance of the NSF and EON network deploying AoD nodes with different optical backplane implementations, i.e. 3D MEMS and piezoelectric optical switch (POS), and compare them with networks deploying hard-wired ROADMs. Simulation results show that deployment of synthetic AoD nodes with POS as optical backplane can reduce the network mean down time and power consumption of EDFAs by up to 63% and 38%, respectively, on average over all test cases. C1 [Furdek, Marija] KTH Royal Inst Technol, ICT Sch, Kista, Sweden. [Dzanko, Matija; Glavica, Patrik; Wosinska, Lena] Univ Zagreb, FER, Dept Telecommun, Zagreb, Croatia. [Wosinska, Lena] KTH, ICT Sch, Kista, Sweden. [Amaya, Norberto; Zervas, Georgios; Simeonidou, Dimitra] Univ Bristol, High performance Networks Grp, Bristol, Avon, England. C3 Royal Institute of Technology; University of Zagreb; Royal Institute of Technology; University of Bristol",2014,,150-155,"['d, furdek m dzanko m glavica p wosinska l mikac b amaya n zervas g simeonidou']",['architecture on demand; availability; edfa; elastic optical network; mean down time; mems; optical amplification; piezoelectric optical switch; synthetic optical node'],2014 International Conference On Optical Network Design And Modeling,P001756,['A002089'],['K002989']
Bio-Inspired Acoustic Sensor With Gain Adaptation Enhancing Dynamic Range And Onset Detection,"The exceptional capability of humans to perceive speech in varying acoustic environments could not yet be achieved by technological speech processing systems. Possible reasons for this might be that (i) signal pre-processing occurring in the inner ear before and during transduction is implemented in technological systems only after the transduction stage and (ii) adaptation of the transduction stage with incorporated pre-processing is not included. Here, we present a novel, nonlinear acoustic sensor system including adaptation. Thereby, (short-term) adaptation is implemented using automatic gain control by discrete analog circuits. Thus, the sensor includes pre-processing capabilities like frequency decomposition, nonlinear amplification of signals and adaptation of sensing properties to varying acoustic inputs. The integration of the adaptation mechanism into the sensor system not only enhances important sound features like sound onset but also increases its dynamic range by increasing sensitivity for low volume sounds and preventing saturation for large volume sounds. A flexible design with tuneable components allows adaptation on different time scales (short- and long-term adaptation). C1 [Durstewitz, Steve; Lenk, Claudia; Ziegler, Martin] Tech Univ Ilmenau, Dept Micro & Nanoelect Syst, Ilmenau, Germany. C3 Technische Universitat Ilmenau",2022,10.1109/iscas48785.2022.9937484,,"['m, durstewitz s lenk c ziegler']",['bio-inspired microphone; adaptive nonlinear acoustic sensing; acoustic pre-processing; micro-electromechanical system (mems); automatic gain control'],2022 Ieee International Symposium On Circuits And Systems (Iscas 22),P001756,['A002090'],['K002990']
"Study Of Mems Touch-Mode Capacitive Pressure Sensor Utilizing Flexible Sic Circular Diaphragm: Robust Design, Theoretical Modeling, Numerical Simulation And Performance Comparison","Copious research has been conducted on Capacitive Pressure Sensors over the decades with a focus on Silicon being the primary filming element. However, due to Silicon Carbide emerging as superior in harsh environmental conditions, the research is gravitating towards it for industrial applications. This work presents a new analytical model for a polycrystalline silicon carbide-based capacitive pressure sensor working in touch-mode operation. Carbide demonstrates properties like electrical stability, mechanical robustness and chemical inertness which puts it on the frontier of research. The mathematical model proposed is a simple yet powerful tool in manipulating design and sizing for fast analysis. It is quicker and bypasses the need for complex simulation software. The analysis is purely mathematical and hence the results are analyzed with MATLAB. The mathematical model developed is verified with a standard Finite Element Analysis (FEM) using COMSOL v5.2. The results of the mathematical analysis dovetail well with the FEM analysis and show a significant improvement in both the sensitivity and capacitance generated. C1 [Jindal, Sumit Kumar; Varma, M. Aditya; Thukral, Deepali] Vellore Inst Technol, Sch Elect Engn, Vellore 632014, Tamil Nadu, India. C3 Vellore Institute of Technology (VIT); VIT Vellore",2019,10.1142/s0218126619502062,,"['d, jindal sk varma ma thukral']",['touch mode; capacitive pressure sensor; linear range; touch point pressure; silicon carbide'],Journal Of Circuits Systems And Computers,P001757,['A002091'],['K002991']
A Highly Compliant Serpentine Shaped Polymide Interconnect For Front-End Strain Relief In Chronic Neural Implants,"While the signal quality of recording neural electrodes is observed to degrade over time, the degradation mechanisms are complex and less easily observable. Recording microelectrodes failures are attributed to different biological factors such as tissue encapsulation, immune response, and disruption of blood-brain barrier (BBB) and non-biological factors such as strain due to micromotion, insulation delamination, corrosion, and surface roughness on the recording site (1-4). Strain due to brain micromotion is considered to be one of the important abiotic factors contributing to the failure of the neural implants. To reduce the forces exerted by the electrode on the brain, a high compliance 2D serpentine shaped electrode cable was designed, simulated, and measured using polyimide as the substrate material. Serpentine electrode cables were fabricated using MEMS microfabrication techniques, and the prototypes were subjected to load tests to experimentally measure the compliance. The compliance of the serpentine cable was numerically modeled and quantitatively measured to be up to 10 times higher than the compliance of a straight cable of same dimensions and material. C1 [Sankar, Viswanath; Nishida, Toshikazu] Univ Florida, Dept Elect & Comp Engn, 219 Larsen Hall,968 Ctr Dr, Gainesville, FL 32611 USA. [Sanchez, Justin C.] Univ Miami, Dept Biomed Engn, Coral Gables, FL 33124 USA. [McCumiskey, Edward; Brown, Nagid; Taylor, Curtis R.; Ehlert, Gregory J.; Sodano, Henry A.] Univ Florida, Dept Mech & Aerosp Engn, Gainesville, FL 32611 USA. C3 State University System of Florida; University of Florida; University of Miami; State University System of Florida; University of Florida",2013,10.3389/fneur.2013.00124,,"['t, sankar v sanchez jc mccumiskey e brown n taylor cr ehlert gj sodano ha nishida']","['brain-tissue response; arrays; design', 'neuroprosthetics; brain-machine interface; flexible microelectrode array; strain relief; high compliance electrode cable']",Frontiers In Neurology,P001758,['A002092'],"['K002992', 'K002993']"
Theoretical Study Of Triboelectric-Potential Gated/Driven Metal-Oxide-Semiconductor Field-Effect Transistor,"Triboelectric nanogenerator has drawn considerable attentions as a potential candidate for harvesting mechanical energies in our daily life. By utilizing the triboelectric potential generated through the coupling of contact electrification and electrostatic induction, the ""tribotronics"" has been introduced to tune/control the charge carrier transport behavior of silicon-based metal-oxide-semiconductor field-effect transistor (MOSFET). Here, we perform a theoretical study of the performances of tribotronic MOSFET gated by triboelectric potential in two working modes through finite element analysis. The drain-source current dependence on contact-electrification generated triboelectric charges, gap separation distance, and externally applied bias are investigated. The in-depth physical mechanism of the tribotronic MOSFET operations is thoroughly illustrated by calculating and analyzing the charge transfer process, voltage relationship to gap separation distance, and electric potential distribution. Moreover, a tribotronic MOSFET working concept is proposed, simulated and studied for performing self-powered FET and logic operations. This work provides a deep understanding of working mechanisms and design guidance of tribotronic MOSFET for potential applications in micro/nanoelectromechanical systems (MEMS/NEMS), human-machine interface, flexible electronics, and self-powered active sensors. C1 [Peng, Wenbo; Yu, Ruomeng; Wang, Zhong Lin] Georgia Inst Technol, Sch Mat Sci & Engn, Atlanta, GA 30332 USA. [Peng, Wenbo; He, Yongning] Xi An Jiao Tong Univ, Sch Elect & Informat Engn, Xian 710049, Peoples R China. [Wang, Zhong Lin] Chinese Acad Sci, Beijing Inst Nanoenergy & Nanosyst, Beijing 100083, Peoples R China. C3 University System of Georgia; Georgia Institute of Technology; Xi'an Jiaotong University; Chinese Academy of Sciences; Beijing Institute of Nanoenergy & Nanosystems, CAS",2016,10.1021/acsnano.6b00021,4395-4402,"['zl, peng wb yu rm he yn wang']","['nanogenerator; energy; logic; computation; generator', 'triboelectric nanogenerator; field-effect transistor; tribotronics; self-powered']",Acs Nano,P001759,['A002093'],"['K002994', 'K002995']"
Life-Cycle Zero-Power Sensing In Structural Health Monitoring: A Conceptualization,"This work presents a novel framework for evaluating life-cycle zero-power sensors for structural health monitoring (SHM). The framework is built on five critical evaluation metrics identified as most significant to life-cycle zero-power sensing: measurement, memory reset ability, power efficiency, data transfer, and material integrability. These metrics are applied systematically to nine representative sensor technologies drawn from fields such as MEMS, optomechanics, soft robotics, and passive RFID. Each metric is assessed using a scoring approach that distinguishes between cases where studies provide clear and measurable specifications (considered more relevant), general statements (considered relevant), or no explicit information (considered not relevant). This enables an objective and structured comparison of sensor technologies, capturing both qualitative descriptions and quantitative specifications. The main achievements of this work are twofold: (1) the introduction of a unified scalar-based methodology for quantifying life-cycle zero-power capability based on the five identified metrics; and (2) the classification of existing sensor technologies within this framework using the scoring approach, establishing a basis for benchmarking and guiding the design of future life-cycle zero-power SHM sensors. C1 [Satme, Joud N.; Downey, Austin R. J.] Univ South Carolina, Dept Mech Engn, 300 Main St, Columbia, SC 29201 USA. [Liu, Han; Laflamme, Simon] Iowa State Univ, Dept Civil Construct & Environm Engn, 813 Bissell Rd, Ames, IA 50011 USA. [Agrawal, Pranav; Narasimhan, Sriram] Univ Calif Los Angeles, Dept Civil & Environm Engn, 5731 Boelter Hall, Los Angeles, CA 90095 USA. [Downey, Austin R. J.] Univ South Carolina, Dept Civil & Environm Engn, 300 Main St, Columbia, SC 29201 USA. C3 University of South Carolina System; University of South Carolina Columbia; Iowa State University; University of California System; University of California Los Angeles; University of South Carolina System; University of South Carolina Columbia",2026,10.1016/j.measurement.2026.121125,,"['s, satme jn liu h agrawal p downey arj laflamme s narasimhan']","['maintenance; safety; sensor', 'sensor evaluation; life-cycle sensing; shm sensing technologies; zero-power sensing; sensing applications; power-efficient sensing; material-integrated sensors']",Measurement,P001760,['A002094'],"['K002996', 'K002997']"
Thin-Film Flexible Acoustic Transducer With Piezo-Electric Properties Used As An Antinoise Speaker For Noise Control,"Active noise control has the potential to address the growing problem of noise pollution. Modern applications of noise control integrate the use of adaptive algorithms and ""antinoise"" speakers. This letter explores thin-film polypropylene ferroelectret being used as an antinoise speaker for noise control with a focus on the high end of the audible spectrum and ultrasonics (15-40 kHz). The experiments conducted demonstrate the film's ability to cancel or amplify target acoustic noise frequencies while simultaneously delivering user-defined acoustic signals. Noise control is performed by using polypropylene ferroelectret to attenuate/amplify a 10 kHz signal while sustaining a user-defined 5 kHz signal, and vice versa. Additional experiments demonstrate that the polypropylene ferroelectret material cancels signals from 15 to 40 kHz. The differences in sound pressure levels were measured and used to calculate an effective antinoise amplitude sound pressure level. These results can be used in the future to compare other potential antinoise speaker candidates. C1 [Colon-Santiago, Luis A.; Gonzalez-Afanador, Ian; Morales-Torres, Gerardo L.; Sepulveda, Nelson] Michigan State Univ, Elect & Comp Engn Dept, E Lansing, MI 48824 USA. C3 Michigan State University",2025,10.1109/lsens.2025.3615706,,"['n, colónsantiago la gonzálezafanador i moralestorres gl sepúlveda']","['noise; microphones; signal generators; recording; noise cancellation; high frequency; frequency control; fast fourier transforms; time-frequency analysis; pollution; sensor-actuators; acoustics; noise cancellation; noise control; piezo-electric; sensor applications; sensor phenomenology; sound pressure level; speakers; thin film; transducers; ultrasonics', 'mems microspeaker; ultrasound']",Ieee Sensors Letters,P001761,['A002095'],"['K002998', 'K002999']"
Dynamics Of A Clamped-Clamped Microbeam Resonator Considering Fabrication Imperfections,"We present an investigation into the static and dynamic behavior of an electrostatically actuated clamped-clamped polysilicon microbeam resonator accounting for its fabrication imperfections, which are commonly encountered in similar microstructures. These are mainly because of the initial deformation of the beam due to stress gradient and its flexible anchors. First, we show experimental data of the microbeam when driven electrically by varying the amplitude and frequency of the voltage loads. The results reveal several interesting nonlinear phenomena of jumps, hysteresis, and softening behaviors. Theoretical investigation is then conducted to model the microbeam, and hence, interpret the experimental data. We solve the Eigen value problem governing the natural frequencies analytically. We then utilize a Galerkin-based procedure to derive a reduced order model, which is then used to simulate both the static and dynamic responses. To achieve good matching between theory and experiment, we show that the exact profile of the deformed beam needs to be utilized in the reduced order model, as measured from the optical profiler, combined with a shooting technique simulation, which is capable of tracing the resonant frequency branches under very-low damping conditions. C1 [Bataineh, Ahmad M.] Jordan Univ Sci & Technol, Dept Mech Engn, Irbid 22110, Jordan. [Younis, Mohammad I.] King Abdullah Univ Sci & Technol KAUST, Dept Mech Engn, Thuwal 239556900, Saudi Arabia. [Younis, Mohammad I.] SUNY Binghamton, Dept Mech Engn, Binghamton, NY 13902 USA. C3 Jordan University of Science & Technology; King Abdullah University of Science & Technology; State University of New York (SUNY) System; Binghamton University, SUNY",2015,10.1007/s00542-014-2349-7,2425-2434,"['mi, bataineh am younis']",['shallow arches; mems; stability; beam; behavior; model'],Microsystem Technologies-Micro-And Nanosystems-Information Storage And Processing Systems,P001762,['A002096'],['K003000']
An Active Mems Probe For Fine Position And Force Measurements,"This paper deals with the development and calibration of a single degree-of-freedom probe that is capable of regulating an input position and measuring force or applying a constant input force and measuring deflection. Such a probe is useful in making sensitive measurements on thin films, nano- and microstructures, and fluids. The probe is actuated by an electrostatic comb drive with an integrated capacitive sensor. COTS electronics and a capacitance-to-voltage IC are used to develop a closed-loop controller for the system, capable of regulating position over a range of about 40 mu m to within a 5 nm resolution and controlling forces up to 300 mu N with a resolution of 25 nN. The design and fabrication of the probe are discussed. The calibration of the device is performed using multiple methods to cross check each other. The use of the probe is demonstrated in the measurement of surface tension and probing the response of a soft polymer to small forces. (C) 2014 Elsevier Inc. All rights reserved. C1 [Koo, Bonjin; Ferreira, Placid M.] Univ Illinois, Dept Mech Sci & Engn, MEB, Urbana, IL 61801 USA. C3 University of Illinois System; University of Illinois Urbana-Champaign",2014,10.1016/j.precisioneng.2014.03.010,738-748,"['pm, koo b ferreira']","['micro-electro-mechanical system; small force measurement; calibration; surface-tension measurement; nanonewton; nanometer', 'spring constant; calibration; cantilevers; microscopy']",Precision Engineering-Journal Of The International Societies For Precision Engineering And Nanotechnology,P001763,['A002097'],"['K003001', 'K003002']"
Characterization Methodology For Lead Zirconate Titanate Thin Films With Interdigitated Electrode Structures,"The accurate evaluation of ferroelectric thin films operated with interdigitated electrodes is quite a complex task. In this article, we show how to correct the electric field and the capacitance in order to obtain identical polarization and CV loops for all geometrical variants. The simplest model is compared with corrections derived from Schwartz-Christoffel transformations, and with finite element simulations. The correction procedure is experimentally verified, giving almost identical curves for a variety of gaps and electrode widths. It is shown that the measured polarization change corresponds to the average polarization change in the center plane between the electrode fingers, thus at the position where the electric field is most homogeneous with respect to the direction and size. The question of maximal achievable polarization in the various possible textures, and compositional types of polycrystalline lead zirconate titanate thin films is revisited. In the best case, a soft (110) textured thin film with the morphotropic phase boundary composition should yield a value of 0.95P(s), and in the worst case, a rhombohedral (100) textured thin film should deliver a polarization of 0.74P(s). Published by AIP Publishing. C1 [Nigon, R.; Raeder, T. M.; Muralt, P.] Ecole Polytech Fed Lausanne, Electroceram Thin Films Grp, Lausanne, Switzerland. C3 Swiss Federal Institutes of Technology Domain; Ecole Polytechnique Federale de Lausanne",2017,10.1063/1.4983772,,"['p, nigon r raeder tm muralt']",['planar capacitor; mems; pzt; waves'],Journal Of Applied Physics,P001764,['A002098'],['K003003']
Rapid Prototyping Of 2D Glass Microfluidic Devices Based On Femtosecond Laser Assisted Selective Etching Process,"Microfluidics technology that deals with small liquid samples and reagents within micro-scale channels has been widely applied in various aspects of biological, chemical, and life-scientific research. For fabricating microfluidic devices, a silicon-based polymer, PDMS (Polydimethylsiloxane), is widely used in soft lithography, but it has several drawbacks for microfluidic applications. Glass has many advantages over PDMS due to its excellent optical, chemical, and mechanical properties. However, difficulties in fabrication of glass microfluidic devices that requires multiple skilled steps such as MEMS technology taking several hours to days, impedes broad application of glass based devices. Here, we demonstrate a rapid and optical prototyping of a glass microfluidic device by using femtosecond laser assisted selective etching (LASE) and femtosecond laser welding. A microfluidic droplet generator was fabricated as a demonstration of a microfluidic device using our proposed prototyping. The fabrication time of a single glass chip containing few centimeter long and complex-shaped microfluidic channels was drastically reduced in an hour with the proposed laser based rapid and simple glass micromachining and hermetic packaging technique. C1 [Kim, Sung-Il; Choi, Jiyeon] KIMM, Dept Laser & Electron Beam Applicat, Daejeon 34103, South Korea. [Kim, Sung-Il; Kim, Jeongtae; Koo, Chiwan; Joung, Yeun-Ho] Hanbat Natl Univ, Dept Elect & Control Engn, Daejeon 34158, South Korea. C3 Korea Institute of Machinery & Materials (KIMM); Hanbat National University",2018,10.1117/12.2291160,,"['j, kim si kim j koo c joung yh choi']",['microfluidic; femtosecond laser; glass micromachining; laser assisted selective etching; glass welding'],"Frontiers In Ultrafast Optics: Biomedical, Scientific, And Industrial Applications Xviii",P001765,['A002099'],['K003004']
Pseudonegative Thermal Expansion And The State Of Water In Graphene Oxide Layered Assemblies,"Unraveling the complex interplay between thermal properties and hydration is a part of understanding the fundamental properties of many soft materials and very essential for many applications. Here we show that graphene oxide (GO) demonstrates a highly negative thermal expansion (NTE) coefficient owing to unique thermohydration processes related with fast transport of water between the GO sheets, the amphiphilic nature of nanochannels, and close-to-zero intrinsic thermal expansion of GO. The humidity-dependent NTE of GO layered assemblies, or ""pseudonegative thermal expansion"" (PNTE), differs from that of other hygroscopic materials due to its relatively fast and highly reversible expansion/contraction cycles and occurrence at low humidity levels while bearing similarities to classic NTE. Thermal expansion of polyvinyl alcohol/GO composites is easily tunable with additional intricacy of thermohydration effects. PNTE combined with isotropy, nontoxicity, and mechanical robustness is an asset for applications of actuators, sensors, MEMS devices, and memory materials and crucial for developing methods of thermal/photopatterning of GO devices. C1 [Zhu, Jian; Andres, Christine M.; Kotov, Nicholas A.] Univ Michigan, Dept Chem Engn, Ann Arbor, MI 48109 USA. [Xu, Jiadi; Ramamoorthy, Ayyalusamy] Univ Michigan, Dept Chem, Ann Arbor, MI 48109 USA. [Tsotsis, Thomas] Boeing Co, Huntington Beach, CA USA. [Kotov, Nicholas A.] Univ Michigan, Dept Mat Sci & Engn, Ann Arbor, MI 48109 USA. [Kotov, Nicholas A.] Univ Michigan, Dept Biomed Engn, Ann Arbor, MI 48109 USA. C3 University of Michigan System; University of Michigan; University of Michigan System; University of Michigan; Boeing; University of Michigan System; University of Michigan; University of Michigan System; University of Michigan",2012,10.1021/nn3031244,8357-8365,"['na, zhu j andres cm xu jd ramamoorthy a tsotsis t kotov']","['graphite oxide; composites; membranes; dynamics; paper; coefficients; temperature; absorption; transition; diffusion', 'graphene oxide; go; negative thermal expansion; layered; water adsorption; coefficient of thermal expansion; cte']",Acs Nano,P001766,['A002100'],"['K003005', 'K003006']"
Combining Focused Ion Beam And Atomic Layer Deposition In Nanostructure Fabrication,"Combining the strengths of atomic layer deposition (ALD) with focused ion beam (FIB) milling provides new opportunities for making 3D nanostructures with flexible choice of materials. Such structures are of interest in prototyping microelectronic and MEMS devices which utilize ALD grown thin films. As-milled silicon structures suffer from segregation and roughening upon heating, however. ALD processes are typically performed at 200-500 degrees C, which makes thermal stability of the milled structures a critical issue. In this work Si substrates were milled with different gallium ion beam incident angles and then annealed at 250 degrees C. The amount of implanted gallium was found to rapidly decrease with increasing incident angle with respect of surface normal, which therefore improves the thermal stability of the milled features. 60 degrees incident angle was found as the best compromise with respect to thermal stability and ease of milling. ALD Al2O3 growth at 250 degrees C on the gallium FIB milled silicon was possible in all cases, even when segregation was taking place. ALD Al2O3 could be used both for creating a chemically uniform surface and for controlled narrowing of FIB milled trenches. C1 [Han, Zhongmei; Vehkamaki, Marko; Leskela, Markku; Ritala, Mikko] Univ Helsinki, Dept Chem, Inorgan Chem Lab, FIN-00014 Helsinki, Finland. C3 University of Helsinki",2014,10.1088/0957-4484/25/11/115302,,"['m, han zm vehkamäki m leskelä m ritala']","['focused ion beam; atomic layer deposition; nanostructure; fabrication', 'specimen preparation; thin-films; silicon; ga']",Nanotechnology,P001767,['A002101'],"['K003007', 'K003008']"
A Wirelessly Powered And Interrogated Blood Flow Monitoring Microsystem Fully Integrated With A Prosthetic Vascular Graft For Early Failure Detection,"This paper presents an implantable blood flow monitoring microsystem embedded in a prosthetic graft for early graft failure detection. The microsystem consists of two MEMS pressure sensors, an inductively powered wireless sensor interface ASIC, two miniature coupling coils, and a flexible cable connecting them. The implantable microsystem is powered and configured by an external monitoring device using 13.56-MHz carrier frequency. The blood flow rate information is sensed in the form of an oscillation frequency and transmitted to the external monitoring device through backscattering. The ASIC fabricated in 0.18-mu m CMOS process occupies a total area of 0.5 x 3.3 mm(2) including pads and consumes a total power of 12.6 mu W. With the high-efficiency design of coupling coils, rectifier and LDO, the wireless power link achieves an overall power efficiency of 2% through 5-cm-thick tissue. With the ultra low power consumption and high-efficiency power transfer, the ASIC can be powered by transmitting only 630-mu W RF carrier from the external device. The measured performance of the blood flow monitoring microsystem demonstrates a 0.17-psi pressure resolution. C1 [Cheong, Jia Hao; Ho, Chee Keong; Ng, Simon Sheung Yan; Xue, Rui-Feng; Khannur, Pradeep Basappa; Liu, Xin; Lee, Andreas Astuti; Endru, Ferguson Noviar; Lim, Li Shiah; He, Cairan; Je, Minkyu] ASTAR, Inst Microelect, Singapore, Singapore. [Cha, Hyouk-Kyu; Park, Woo-Tae] Seoul Natl Univ Sci & Technol, Seoul, South Korea. C3 Agency for Science Technology & Research (A*STAR); A*STAR - Institute of Microelectronics (IME); Seoul National University of Science & Technology",2012,,177-180,"['m, cheong jh ho ck ng ssy xue rf cha hk khannur pb liu x lee aa endru fn park wt lim ls he c je']",[],2012 Ieee Asian Solid State Circuits Conference (A-Sscc),P001768,['A002102'],[]
Electro-Thermal Excitation Of Parametric Resonances In Double-Clamped Micro Beams,"We report on a simple yet efficient approach allowing direct electrothermal excitation of parametric resonance (PR) in double-clamped flexible nano- and microscale beams. The application of a time-harmonic voltage between the beam's ends leads to the electric current and Joule's heating of the entire beam, which induces a time-periodic axial stress and results in excitation of the structure lateral vibrations through the PR mechanism. The proposed approach has an advantage, simplifying fabrication and integration and reducing the influence of residual stress, and thermal mismatch, unlike conventional piezoelectric, photothermal, or electrostatic actuation approaches, which require additional piezoelectric layers, light sources, or electrodes in the proximity of a vibrating beam. Single crystal silicon, nominally 500 mu m long, 30 mu m wide, and 5 mu m thick beams were fabricated by deep reactive ion etching and operated at a pressure of approximate to 1.9 mTorr. The experimental results, consistent with the reduced order and numerical model predictions, demonstrate the feasibility of the suggested excitation scenario, which could be implemented in resonant sensors, timing devices, signal processing, and micro and nanomechanical logical elements. C1 [Torteman, B.; Kessler, Y.; Liberzon, A.; Krylov, S.] Tel Aviv Univ, Sch Mech Engn, IL-69978 Tel Aviv, Israel. C3 Tel Aviv University",2019,10.1063/1.5116524,,"['s, torteman b kessler y liberzon a krylov']",['mems resonators; systems; amplification; transducers; fabrication'],Applied Physics Letters,P001768,['A002103'],['K003009']
Paper-Based Membraneless Hydrogen Peroxide Fuel Cell Prepared By Micro-Fabrication,"A paper-based membraneless single-compartment hydrogen peroxide power source prepared by micro-electromechanical systems (MEMS) technology is reported. The cell utilizes hydrogen peroxide as both fuel and oxidant in a low volume cell fabricated on paper. The fabrication method used is a simple method where precise, small-sized patterns are produced which include the hydrophilic paper bounded by hydrophobic resin. Open circuit potentials of 0.61 V and 0.32 V are achieved for the cells fabricated with Prussian Blue as the cathode and aluminium/nickel as the anode materials, respectively. The power produced by the cells is 0.81 mW cm(-2) at 0.26 V and 0.38 mW cm(-2) at 0.14 V. respectively, even after the cell is bent or distorted. Such a fuel cell provides an easily fabricated, environmentally friendly, flexible and cost saving power source. The cell may be integrated within a self-sustained diagnostic system to provide the on-demand power for future bio-sensing applications. (C) 2015 Elsevier B.V. All rights reserved. C1 [Ehteshami, Seyyed Mohsen Mousavi; Chan, Siew Hwa] Nanyang Technol Univ, Energy Res Inst, Singapore 639798, Singapore. [Asadnia, Mohsen] Univ Western Australia, Sch Elect Elect & Comp Engn, Crawley, WA 6009, Australia. [Tan, Swee Ngin] Nanyang Technol Univ, Nat Sci & Sci Educ Acad Grp, Singapore 637616, Singapore. C3 Nanyang Technological University; University of Western Australia; Nanyang Technological University",2016,10.1016/j.jpowsour.2015.10.038,392-395,"['sh, ehteshami smm asadnia m tan sn chan']","['membraneless paper-based fuel cell; hydrogen peroxide; micro-fabrication', 'biofuel cell; cathode material; prussian-blue; glucose; performance; electrodes; catalyst']",Journal Of Power Sources,P001769,['A002104'],"['K003010', 'K003011']"
The Design And Implementation Of Cnc System For Near-Field Electrospinning,"Near-Field Electrospinning(NFES) is a novel method to fabricate aligned micro/nano structure. At present, the bottleneck of restraints on realizing industrial application for NFES is that direct writing device can't meet its requirements in both stability and precision. This technology is mainly used in biomedicine, flexible electronic circuits and MEMS devices and manufacture of grating mold ruler, etc. In order to realize fabricating the patterned micro/nano structure stably and getting high-precision deposition position by NFES, the four-axis CNC system is set up, and its hardware and software design, pre-designed track of motion platform, the deposition position precision are investigated. The CNC system software is developed based on QT4.8 development tool and realizes the automatic graphic programming of patterned micro/nano structure. Experimental results show that the four-axis CNC system is suitable to fabricate the patterned micro/nano structure, and the precision of the deposition position of nanofiber is 5 ae m. This CNC system can satisfy the requirements of fabricating aligned micro/nano structure by NFES. The CNC system establishes the fundamention for the industrial application of NFES. C1 [Mei, Chen; Wang, Han; Chen, Xin-Du; Xia, Yuan-Xiang; Wen, Zun-Wei; Huang, Ze-Feng] Guangdong Univ Technol, Dept Electromech Engn, Guangzhou 510006, Guangdong, Peoples R China. [Zeng, Yao-Bin; Li, Zhi-Jin; He, Guo-Rui] Foshan Supervis Testing Ctr Qual & Metrol, Foshan, Guangdong, Peoples R China. C3 Guangdong University of Technology",2016,,135-139,"['gr, mei c wang h chen xd xia yx wen zw huang zf zeng yb li zj he']",['near-field electrospinning nfecnc system; micro/ nano structure; automatic graphic programming'],Proceedings Of The 3Rd International Conference On Material Engineering And Application (Icmea 2016),P001770,['A002105'],['K003012']
